arrange_word_id,arrange_word,stage_id
va0001,live,ast1
va0002,get,ast1
va0003,someone,ast1
va0004,thing,ast1
va0005,all,ast1
va0006,age,ast1
va0007,cry,ast1
va0008,love,ast1
va0009,become,ast1
va0010,little,ast1
va0011,think,ast1
va0012,bathroom,ast1
va0013,clothes,ast1
va0014,make,ast1
va0015,run,ast1
va0016,rain,ast1
va0017,answer,ast1
va0018,have,ast1
va0019,country,ast1
va0020,need,ast1
va0021,easy,ast1
va0022,open,ast1
va0023,thanks,ast1
va0024,everything,ast1
va0025,between,ast1
va0026,fish,ast1
va0027,tall,ast1
va0028,try,ast1
va0029,friend,ast1
va0030,family,ast1
va0031,hear,ast1
va0032,home,ast1
va0033,first,ast1
va0034,because,ast1
va0035,see,ast1
va0036,book,ast1
va0037,come,ast1
va0038,tell,ast1
va0039,put,ast1
va0040,many,ast1
va0041,time,ast1
va0042,learn,ast1
va0043,clean,ast1
va0044,say,ast1
va0045,call,ast1
va0046,everyone,ast1
va0047,window,ast1
va0048,at school,ast1
va0049,people,ast1
va0050,add,ast1
va0051,at home,ast1
va0052,afternoon,ast1
va0053,sleep,ast1
va0054,sad,ast1
va0055,room,ast1
va0056,with,ast1
va0057,bring,ast1
va0058,face,ast1
va0059,here,ast1
va0060,thank,ast1
va0061,sorry,ast1
va0062,hand,ast1
va0063,give,ast1
va0064,buy,ast1
va0065,go out,ast1
va0066,there,ast1
va0067,end,ast1
va0068,happy,ast1
va0069,feel,ast1
va0070,ask,ast1
va0071,put ~ on,ast1
va0072,take,ast1
va0073,help,ast1
va0074,meet,ast1
va0075,other,ast1
va0076,art,ast1
va0077,small,ast1
va0078,cow,ast1
va0079,find,ast1
va0080,always,ast1
va0081,early,ast1
va0082,something,ast1
va0083,together,ast1
va0084,key,ast1
va0085,cartoon,ast1
va0086,own,ast1
va0087,cough,ast1
va0088,happen,ast1
va0089,hurry,ast1
va0090,into,ast1
va0091,at work,ast1
va0092,feeling,ast1
va0093,all day,ast1
va0094,star,ast1
va0095,same,ast1
va0096,way,ast1
va0097,playground,ast1
va0098,win,ast1
va0099,stand,ast1
va0100,excuse,ast1
