question_id,arrange_word_id,arrange_word,en1,en2,ja1,ja2,voice1,voice2,included_1or2,highlight_chips,voice1_name,voice2_name,sentence_first_en,sentence_second_en,answer,chips,audio_first,audio_second,audio_auto,icon_first,icon_second,position_first,position_second
e1801,va0901,bore,Does this long story bore you?,"Not at all, keep going!",この長い話、退屈？,全然、続けて！,Kevin,Ivy,1,bore,Kevin,Ivy,___________,"Not at all, keep going!",Does this long story bore you?,Does|this|long|story|bore|you?,e1801-a.mp3,e1801-b.mp3,1,Kevin.png,user,left,right
e1802,va0901,bore,"Long speeches bore me, but short ones are fine.",,長いスピーチは退屈だけど、短いのなら平気。,,Ivy,,1,bore,Ivy,,___________,,"Long speeches bore me, but short ones are fine.","Long|speeches|bore|me,|but|short|ones|are|fine.",e1802-a.mp3,,1,user,,right,none
e1803,va0902,planet,Which planet is closest to the sun?,I think it's Mercury.,太陽に一番近い惑星はどれですか？,水星だと思います。,Ruth,Ivy,1,planet,Ruth,Ivy,___________,I think it's Mercury.,Which planet is closest to the sun?,Which|planet|is|closest|to|the|sun?,e1803-a.mp3,e1803-b.mp3,1,05.png,user,left,right
e1804,va0902,planet,"We have only one planet, so we need to take care of it.",,私たちには惑星が一つしかないので、大切にする必要があります。,,Ivy,,1,"planet,",Ivy,,___________,,"We have only one planet, so we need to take care of it.","We|have|only|one|planet,|so|we|need|to|take|care|of|it.",e1804-a.mp3,,1,user,,right,none
e1805,va0903,development,The development of the new park will take two years.,I hope they keep the old trees.,新しい公園の開発には2年かかります。,古い木は残してほしいです。,Ruth,Ivy,1,development,Ruth,Ivy,___________,I hope they keep the old trees.,The development of the new park will take two years.,The|development|of|the|new|park|will|take|two|years.,e1805-a.mp3,e1805-b.mp3,1,05.png,user,left,right
e1806,va0903,development,Sleep is important for the development of a child's brain.,,睡眠は子どもの脳の発達にとって大切です。,,Ivy,,1,development,Ivy,,___________,,Sleep is important for the development of a child's brain.,Sleep|is|important|for|the|development|of|a|child's|brain.,e1806-a.mp3,,1,user,,right,none
e1807,va0904,sigh,Why the big sigh? Is something wrong?,I just have too much homework tonight.,大きなため息だね、何かあった？,今夜は宿題が多すぎるだけ。,Matthew,Ivy,1,sigh?,Matthew,Ivy,___________,I just have too much homework tonight.,Why the big sigh? Is something wrong?,Why|the|big|sigh?|Is|something|wrong?,e1807-a.mp3,e1807-b.mp3,1,Matthew.png,user,left,right
e1808,va0904,sigh,I sighed when I saw the long line at the shop.,,店の長い列を見て、ため息が出た。,,Ivy,,1,sighed,Ivy,,___________,,I sighed when I saw the long line at the shop.,I|sighed|when|I|saw|the|long|line|at|the|shop.,e1808-a.mp3,,1,user,,right,none
e1809,va0905,receive,Did you receive my email about the project?,"Yes, I'll reply this evening.",課題についてのメールは届きましたか？,ええ、今夜返事をしますね。,Ivy,Ruth,1,receive,Ivy,Ruth,___________,"Yes, I'll reply this evening.",Did you receive my email about the project?,Did|you|receive|my|email|about|the|project?,e1809-a.mp3,e1809-b.mp3,1,user,05.png,right,left
e1810,va0905,receive,I received a letter from my pen pal in Canada.,,カナダの文通相手から手紙が届いた。,,Ivy,,1,received,Ivy,,___________,,I received a letter from my pen pal in Canada.,I|received|a|letter|from|my|pen|pal|in|Canada.,e1810-a.mp3,,1,user,,right,none
